[KUBEGALE]2025-05-19 15:41:07.134	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:240	huawei ecs list get fail: region id 'cn-north-219' is not in the following supported regions of service 'ELB': [ae-ad-1, af-north-1, af-south-1, ap-southeast-1, ap-southeast-2, ap-southeast-3, ap-southeast-4, ap-southeast-5, cn-east-2, cn-east-3, cn-east-4, cn-east-5, cn-north-1, cn-north-2, cn-north-4, cn-north-9, cn-south-1, cn-south-2, cn-southwest-2, eu-west-0, eu-west-101, la-north-2, la-south-2, me-east-1, my-kualalumpur-1, na-mexico-1, ru-moscow-1, ru-northwest-2, sa-brazil-1, tr-west-1]
[KUBEGALE]2025-05-19 15:41:07.134	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:240	huawei ecs list get fail: region id 'cn-east-201' is not in the following supported regions of service 'ELB': [ae-ad-1, af-north-1, af-south-1, ap-southeast-1, ap-southeast-2, ap-southeast-3, ap-southeast-4, ap-southeast-5, cn-east-2, cn-east-3, cn-east-4, cn-east-5, cn-north-1, cn-north-2, cn-north-4, cn-north-9, cn-south-1, cn-south-2, cn-southwest-2, eu-west-0, eu-west-101, la-north-2, la-south-2, me-east-1, my-kualalumpur-1, na-mexico-1, ru-moscow-1, ru-northwest-2, sa-brazil-1, tr-west-1]
[KUBEGALE]2025-05-19 15:41:07.134	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:240	huawei ecs list get fail: region id 'cn-south-4' is not in the following supported regions of service 'ELB': [ae-ad-1, af-north-1, af-south-1, ap-southeast-1, ap-southeast-2, ap-southeast-3, ap-southeast-4, ap-southeast-5, cn-east-2, cn-east-3, cn-east-4, cn-east-5, cn-north-1, cn-north-2, cn-north-4, cn-north-9, cn-south-1, cn-south-2, cn-southwest-2, eu-west-0, eu-west-101, la-north-2, la-south-2, me-east-1, my-kualalumpur-1, na-mexico-1, ru-moscow-1, ru-northwest-2, sa-brazil-1, tr-west-1]
[KUBEGALE]2025-05-19 15:41:10.430	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/utils/cloudCmdb/aws/load_balancer.go:112	aws get ALB/NLB instances fail!	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: ee30e133-a28e-4289-8c0d-d1bffb8a3f38, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:10.431	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:284	aws LoadBalancer list get fail: 	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: ee30e133-a28e-4289-8c0d-d1bffb8a3f38, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:10.630	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/utils/cloudCmdb/aws/load_balancer.go:112	aws get ALB/NLB instances fail!	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: 45f8911b-207f-4b3e-afa7-7f3935d2adea, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:10.630	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:284	aws LoadBalancer list get fail: 	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: 45f8911b-207f-4b3e-afa7-7f3935d2adea, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:10.956	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/utils/cloudCmdb/aws/load_balancer.go:112	aws get ALB/NLB instances fail!	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: d767cecf-6803-486a-96c0-d1cc61774cd8, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:10.957	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:284	aws LoadBalancer list get fail: 	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: d767cecf-6803-486a-96c0-d1cc61774cd8, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:11.072	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/utils/cloudCmdb/aws/load_balancer.go:112	aws get ALB/NLB instances fail!	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: 9ee8812a-8d79-42dd-bc13-5d0d76c64d7e, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:11.072	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:284	aws LoadBalancer list get fail: 	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: 9ee8812a-8d79-42dd-bc13-5d0d76c64d7e, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:11.292	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/utils/cloudCmdb/aws/load_balancer.go:112	aws get ALB/NLB instances fail!	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: cdf6b674-f9da-41f4-bbaa-d5d58e891bc0, api error InvalidClientTokenId: The security token included in the request is invalid."}
[KUBEGALE]2025-05-19 15:41:11.292	[31merror[0m	/Users/daihao/Downloads/gocode/KubeGale/service/cloudCmdb/cloud_load_balancer.go:284	aws LoadBalancer list get fail: 	{"error": "operation error Elastic Load Balancing v2: DescribeLoadBalancers, https response error StatusCode: 403, RequestID: cdf6b674-f9da-41f4-bbaa-d5d58e891bc0, api error InvalidClientTokenId: The security token included in the request is invalid."}
